status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
2.0,1.02,2.0,5.0,2.06,2.0,3.0,3.0,2.0,1.0,2.0,1.0,1.18,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0
2.0,0.94,2.0,5.0,1.87,1.0,3.0,4.0,3.0,1.0,2.0,3.0,1.23,3.0,2.0,1.0,3.0,2.0,1.0,2.0,0.0
4.0,1.08,0.0,9.0,2.12,1.0,3.0,2.0,3.0,1.0,2.0,3.0,1.28,2.0,2.0,2.0,3.0,1.0,1.0,2.0,0.0
4.0,1.17,4.0,2.0,2.03,1.0,4.0,2.0,3.0,1.0,2.0,2.0,1.23,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0
4.0,1.28,2.0,2.0,2.23,1.0,1.0,4.0,2.0,1.0,2.0,3.0,1.19,3.0,2.0,2.0,4.0,2.0,2.0,2.0,0.0
2.0,0.73,2.0,3.0,2.05,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.34,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0
4.0,1.13,2.0,3.0,2.09,5.0,5.0,4.0,3.0,1.0,3.0,2.0,1.32,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0
4.0,0.94,2.0,1.0,2.05,5.0,2.0,2.0,4.0,1.0,4.0,3.0,1.19,3.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0
1.0,1.17,2.0,3.0,2.05,1.0,2.0,4.0,2.0,1.0,4.0,1.0,1.28,3.0,2.0,1.0,3.0,2.0,2.0,2.0,0.0
4.0,0.83,2.0,0.0,2.06,3.0,5.0,2.0,3.0,1.0,4.0,4.0,1.37,3.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0
1.0,1.08,4.0,5.0,1.96,1.0,1.0,2.0,2.0,1.0,4.0,4.0,1.39,3.0,3.0,3.0,1.0,1.0,1.0,2.0,0.0
1.0,1.17,2.0,3.0,2.03,1.0,3.0,2.0,3.0,1.0,4.0,1.0,1.13,3.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0
2.0,0.94,2.0,8.0,1.89,5.0,5.0,4.0,3.0,1.0,4.0,2.0,1.3,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0
4.0,1.28,3.0,0.0,2.23,1.0,5.0,2.0,3.0,1.0,2.0,3.0,1.34,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0
1.0,0.67,4.0,3.0,1.96,5.0,5.0,4.0,3.0,1.0,4.0,1.0,1.44,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0
1.0,0.94,2.0,0.0,1.98,1.0,4.0,2.0,1.0,1.0,3.0,3.0,1.28,3.0,2.0,1.0,3.0,2.0,1.0,2.0,0.0
1.0,0.94,1.0,8.0,1.76,1.0,5.0,4.0,4.0,1.0,1.0,3.0,1.34,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0
4.0,0.67,3.0,3.0,1.92,1.0,3.0,3.0,2.0,1.0,2.0,1.0,1.17,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0
1.0,1.23,4.0,1.0,2.17,2.0,4.0,1.0,4.0,1.0,4.0,3.0,1.17,3.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0
4.0,0.94,4.0,0.0,1.99,1.0,5.0,4.0,3.0,1.0,1.0,1.0,1.3,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0
4.0,0.67,4.0,2.0,1.96,5.0,3.0,1.0,4.0,1.0,2.0,2.0,1.2,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0
1.0,1.08,2.0,3.0,2.09,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.17,3.0,2.0,1.0,3.0,2.0,1.0,2.0,0.0
4.0,0.94,4.0,2.0,1.97,1.0,2.0,2.0,2.0,1.0,4.0,2.0,1.14,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0
4.0,1.28,4.0,1.0,2.23,5.0,5.0,2.0,3.0,1.0,4.0,4.0,1.32,3.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0
4.0,1.28,2.0,0.0,2.08,5.0,3.0,4.0,3.0,1.0,4.0,1.0,1.28,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0
4.0,1.21,4.0,3.0,2.07,1.0,5.0,4.0,3.0,1.0,2.0,3.0,1.22,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0
4.0,1.08,2.0,3.0,1.99,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.19,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0
1.0,0.79,4.0,0.0,2.1,1.0,4.0,1.0,3.0,1.0,4.0,1.0,1.31,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
1.0,1.17,2.0,3.0,2.1,1.0,3.0,2.0,2.0,1.0,4.0,3.0,1.21,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0
2.0,1.08,4.0,2.0,2.02,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.24,3.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0
4.0,0.94,4.0,0.0,1.97,1.0,5.0,4.0,3.0,1.0,4.0,1.0,1.42,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0
1.0,1.17,2.0,10.0,2.01,1.0,5.0,4.0,2.0,3.0,4.0,1.0,1.41,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0
4.0,1.41,2.0,0.0,2.17,5.0,3.0,4.0,3.0,1.0,4.0,4.0,1.27,3.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0
3.0,1.17,2.0,2.0,2.11,1.0,2.0,2.0,2.0,1.0,4.0,3.0,1.19,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0
1.0,1.34,0.0,9.0,2.24,1.0,5.0,2.0,3.0,1.0,4.0,3.0,1.22,3.0,1.0,2.0,3.0,2.0,1.0,2.0,0.0
4.0,0.94,4.0,3.0,2.0,1.0,5.0,2.0,3.0,1.0,4.0,1.0,1.43,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
2.0,1.17,0.0,9.0,2.12,1.0,3.0,1.0,3.0,1.0,4.0,1.0,1.28,3.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0
4.0,1.28,4.0,1.0,2.23,5.0,3.0,4.0,3.0,1.0,2.0,3.0,1.23,3.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0
2.0,1.17,2.0,2.0,2.13,5.0,3.0,1.0,2.0,1.0,4.0,2.0,1.36,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0
4.0,0.87,2.0,0.0,1.99,1.0,3.0,3.0,3.0,1.0,2.0,1.0,1.24,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0
1.0,1.17,2.0,1.0,2.17,1.0,1.0,4.0,3.0,1.0,2.0,4.0,1.22,3.0,3.0,1.0,4.0,2.0,2.0,2.0,1.0
1.0,1.17,2.0,2.0,2.09,1.0,5.0,4.0,3.0,1.0,2.0,2.0,1.31,3.0,1.0,1.0,4.0,2.0,2.0,2.0,0.0
2.0,1.02,2.0,3.0,1.9,1.0,5.0,4.0,3.0,1.0,3.0,3.0,1.29,3.0,2.0,1.0,3.0,1.0,1.0,2.0,0.0
2.0,1.08,4.0,3.0,1.96,1.0,3.0,4.0,4.0,1.0,2.0,3.0,1.26,3.0,2.0,1.0,3.0,2.0,1.0,2.0,0.0
4.0,1.17,3.0,9.0,2.2,1.0,2.0,2.0,3.0,1.0,2.0,3.0,1.2,1.0,2.0,2.0,3.0,2.0,2.0,2.0,0.0
3.0,1.02,4.0,1.0,2.05,3.0,3.0,2.0,3.0,1.0,2.0,3.0,1.28,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0
3.0,1.28,2.0,3.0,2.13,1.0,5.0,4.0,3.0,1.0,2.0,3.0,1.24,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0
4.0,1.23,4.0,3.0,2.18,5.0,4.0,2.0,3.0,1.0,3.0,2.0,1.28,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0
1.0,1.08,4.0,3.0,2.02,1.0,4.0,4.0,4.0,1.0,1.0,2.0,1.25,3.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0
4.0,1.08,4.0,6.0,2.02,2.0,3.0,4.0,2.0,1.0,2.0,1.0,1.23,3.0,2.0,2.0,3.0,2.0,1.0,2.0,0.0
2.0,0.67,4.0,8.0,1.92,5.0,4.0,1.0,2.0,1.0,3.0,2.0,1.31,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0
4.0,0.94,2.0,9.0,1.94,1.0,3.0,2.0,4.0,1.0,2.0,1.0,1.19,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0
4.0,0.94,4.0,6.0,2.07,1.0,5.0,2.0,2.0,1.0,4.0,4.0,1.4,1.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0
1.0,0.94,2.0,3.0,2.04,1.0,3.0,4.0,3.0,1.0,3.0,2.0,1.17,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0
4.0,1.36,2.0,9.0,2.14,1.0,1.0,3.0,3.0,1.0,2.0,3.0,1.26,3.0,1.0,1.0,4.0,2.0,2.0,2.0,0.0
4.0,1.02,2.0,3.0,1.96,3.0,5.0,4.0,3.0,1.0,3.0,2.0,1.35,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0
4.0,1.36,2.0,9.0,2.11,5.0,3.0,4.0,1.0,1.0,2.0,1.0,1.3,1.0,2.0,1.0,3.0,2.0,1.0,2.0,0.0
1.0,0.67,2.0,4.0,1.76,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.2,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0
2.0,1.08,2.0,3.0,2.09,3.0,2.0,1.0,4.0,1.0,3.0,1.0,1.18,3.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0
4.0,0.67,2.0,3.0,2.04,1.0,4.0,2.0,4.0,1.0,2.0,1.0,1.22,3.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0
4.0,0.87,2.0,0.0,1.98,2.0,3.0,3.0,3.0,1.0,2.0,1.0,1.28,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0
3.0,0.94,2.0,0.0,1.97,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.19,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0
4.0,0.83,2.0,2.0,1.98,1.0,3.0,4.0,2.0,1.0,2.0,1.0,1.19,3.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0
1.0,1.08,4.0,2.0,1.94,1.0,2.0,4.0,2.0,1.0,4.0,2.0,1.13,3.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0
1.0,0.67,2.0,0.0,1.96,2.0,5.0,3.0,3.0,1.0,2.0,2.0,1.33,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0
1.0,1.08,2.0,3.0,1.97,1.0,3.0,4.0,4.0,1.0,3.0,1.0,1.19,3.0,2.0,1.0,3.0,2.0,1.0,2.0,0.0
4.0,1.14,2.0,3.0,2.07,3.0,5.0,3.0,3.0,1.0,4.0,3.0,1.31,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0
2.0,1.17,4.0,2.0,2.14,1.0,2.0,2.0,2.0,1.0,4.0,3.0,1.18,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0
4.0,1.02,4.0,3.0,2.02,1.0,5.0,4.0,3.0,1.0,4.0,3.0,1.35,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0
2.0,1.23,4.0,2.0,2.2,1.0,4.0,2.0,3.0,1.0,2.0,2.0,1.36,3.0,2.0,1.0,3.0,2.0,1.0,2.0,0.0
2.0,1.02,2.0,5.0,1.99,2.0,3.0,4.0,3.0,3.0,2.0,1.0,1.14,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0
1.0,1.08,1.0,2.0,1.99,1.0,3.0,4.0,3.0,1.0,3.0,3.0,1.34,1.0,2.0,1.0,3.0,2.0,1.0,2.0,0.0
4.0,1.2,3.0,1.0,2.2,4.0,3.0,2.0,3.0,1.0,2.0,3.0,1.2,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0
4.0,0.94,4.0,2.0,2.0,4.0,4.0,3.0,2.0,1.0,2.0,2.0,1.28,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0
1.0,0.67,4.0,0.0,1.86,1.0,4.0,4.0,2.0,1.0,3.0,2.0,1.29,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0
2.0,1.23,4.0,0.0,2.15,1.0,1.0,4.0,4.0,1.0,2.0,3.0,1.21,3.0,2.0,2.0,4.0,2.0,1.0,2.0,0.0
4.0,1.17,2.0,3.0,2.05,1.0,4.0,4.0,3.0,1.0,2.0,3.0,1.21,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0
1.0,0.94,2.0,2.0,2.1,1.0,3.0,2.0,3.0,2.0,2.0,2.0,1.22,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0
4.0,0.83,2.0,2.0,2.03,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.1,3.0,1.0,2.0,3.0,2.0,1.0,2.0,0.0
1.0,1.32,2.0,3.0,2.18,5.0,4.0,4.0,2.0,1.0,3.0,3.0,1.23,3.0,2.0,1.0,4.0,2.0,2.0,2.0,0.0
4.0,1.02,4.0,6.0,1.99,2.0,3.0,4.0,2.0,1.0,3.0,3.0,1.24,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0
1.0,1.17,2.0,1.0,2.08,5.0,5.0,4.0,3.0,1.0,4.0,4.0,1.36,1.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0
1.0,1.36,0.0,2.0,2.18,1.0,3.0,3.0,3.0,1.0,4.0,4.0,1.38,3.0,3.0,2.0,3.0,1.0,1.0,2.0,0.0
4.0,1.13,2.0,0.0,2.07,3.0,4.0,1.0,2.0,1.0,2.0,3.0,1.24,1.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0
1.0,1.11,4.0,2.0,2.12,1.0,5.0,1.0,2.0,1.0,4.0,2.0,1.17,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0
2.0,1.39,0.0,9.0,2.27,1.0,2.0,3.0,3.0,1.0,4.0,4.0,1.41,3.0,1.0,1.0,3.0,2.0,2.0,2.0,0.0
1.0,1.36,2.0,6.0,2.19,1.0,4.0,4.0,3.0,1.0,1.0,4.0,1.37,3.0,3.0,1.0,4.0,2.0,2.0,2.0,1.0
2.0,0.94,2.0,3.0,1.86,1.0,2.0,4.0,4.0,3.0,1.0,1.0,1.19,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0
1.0,0.94,4.0,1.0,1.99,1.0,5.0,4.0,3.0,1.0,4.0,4.0,1.44,3.0,3.0,2.0,4.0,2.0,1.0,2.0,1.0
4.0,0.94,4.0,2.0,2.02,1.0,5.0,4.0,3.0,1.0,4.0,1.0,1.33,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0
1.0,1.21,2.0,0.0,2.12,1.0,3.0,3.0,3.0,1.0,2.0,3.0,1.34,3.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0
4.0,0.94,2.0,3.0,1.88,1.0,3.0,4.0,3.0,1.0,2.0,1.0,1.23,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0
2.0,1.08,2.0,0.0,1.94,5.0,3.0,4.0,2.0,1.0,2.0,2.0,1.26,3.0,2.0,1.0,3.0,2.0,1.0,2.0,0.0
4.0,0.94,2.0,3.0,1.9,1.0,3.0,4.0,4.0,1.0,2.0,1.0,1.21,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0
3.0,0.83,2.0,3.0,1.89,1.0,3.0,3.0,2.0,1.0,2.0,1.0,1.21,3.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0
4.0,1.17,3.0,9.0,2.11,1.0,3.0,1.0,3.0,1.0,2.0,4.0,1.25,3.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0
1.0,1.08,4.0,0.0,2.11,1.0,5.0,1.0,2.0,1.0,4.0,1.0,1.26,1.0,1.0,3.0,3.0,2.0,2.0,2.0,0.0
2.0,0.94,4.0,0.0,2.09,1.0,2.0,1.0,3.0,1.0,3.0,1.0,1.36,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0
3.0,1.32,0.0,9.0,2.17,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.26,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0
4.0,0.73,3.0,3.0,1.91,5.0,5.0,3.0,3.0,1.0,4.0,4.0,1.28,3.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0
4.0,1.17,2.0,3.0,2.05,3.0,5.0,3.0,3.0,1.0,2.0,3.0,1.28,1.0,2.0,2.0,3.0,2.0,2.0,2.0,0.0
2.0,0.94,2.0,9.0,1.94,2.0,4.0,3.0,3.0,1.0,4.0,1.0,1.31,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0
4.0,1.17,4.0,3.0,2.07,1.0,3.0,4.0,3.0,1.0,2.0,1.0,1.28,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0
2.0,1.28,2.0,6.0,2.11,5.0,3.0,2.0,4.0,1.0,2.0,3.0,1.2,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0
4.0,1.36,1.0,9.0,2.1,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.2,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0
2.0,1.13,2.0,9.0,2.07,2.0,5.0,4.0,1.0,1.0,2.0,3.0,1.42,3.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0
4.0,1.02,2.0,4.0,1.91,5.0,2.0,4.0,2.0,1.0,1.0,1.0,1.17,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0
2.0,1.08,2.0,9.0,2.02,4.0,2.0,3.0,4.0,1.0,3.0,1.0,1.28,1.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0
2.0,1.08,3.0,9.0,2.05,5.0,5.0,4.0,3.0,1.0,2.0,2.0,1.32,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0
1.0,1.02,4.0,2.0,1.98,1.0,3.0,4.0,2.0,1.0,3.0,2.0,1.18,3.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0
1.0,1.17,3.0,3.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,3.0,1.22,3.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0
2.0,1.17,2.0,3.0,2.03,1.0,5.0,4.0,2.0,1.0,4.0,3.0,1.11,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0
4.0,1.17,4.0,3.0,1.99,4.0,3.0,4.0,2.0,1.0,1.0,1.0,1.33,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0
4.0,1.41,4.0,0.0,2.25,5.0,5.0,2.0,3.0,1.0,4.0,4.0,1.43,1.0,3.0,1.0,4.0,2.0,2.0,2.0,1.0
4.0,0.67,2.0,1.0,1.96,3.0,3.0,2.0,3.0,1.0,4.0,2.0,1.37,3.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0
3.0,1.28,2.0,3.0,2.11,1.0,3.0,2.0,3.0,1.0,2.0,1.0,1.16,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0
4.0,1.23,4.0,3.0,2.13,1.0,4.0,4.0,2.0,1.0,4.0,3.0,1.19,3.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0
4.0,1.17,2.0,1.0,2.21,5.0,3.0,2.0,1.0,1.0,4.0,4.0,1.36,3.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0
2.0,1.17,3.0,9.0,2.14,5.0,3.0,4.0,3.0,1.0,2.0,2.0,1.27,1.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0
4.0,1.17,2.0,1.0,2.19,1.0,4.0,3.0,3.0,1.0,3.0,3.0,1.3,3.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0
2.0,1.17,3.0,2.0,2.05,5.0,2.0,4.0,3.0,1.0,2.0,2.0,1.22,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0
4.0,0.94,3.0,5.0,1.99,4.0,5.0,4.0,3.0,1.0,4.0,4.0,1.39,3.0,3.0,2.0,3.0,1.0,1.0,2.0,0.0
4.0,1.08,4.0,3.0,1.95,1.0,1.0,4.0,2.0,1.0,4.0,3.0,1.43,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0
4.0,1.08,2.0,3.0,1.99,1.0,3.0,4.0,3.0,1.0,2.0,4.0,1.25,3.0,3.0,1.0,4.0,2.0,2.0,2.0,1.0
4.0,1.02,3.0,1.0,2.1,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.35,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0
4.0,0.67,2.0,4.0,1.97,3.0,3.0,1.0,1.0,1.0,4.0,1.0,1.42,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0
2.0,0.79,2.0,9.0,1.92,1.0,2.0,3.0,4.0,1.0,2.0,1.0,1.19,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0
4.0,1.41,3.0,3.0,2.27,1.0,4.0,2.0,3.0,1.0,4.0,3.0,1.13,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0
4.0,0.67,4.0,3.0,1.98,1.0,3.0,1.0,2.0,1.0,1.0,3.0,1.21,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0
1.0,1.13,3.0,6.0,2.1,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.19,2.0,2.0,2.0,3.0,2.0,1.0,2.0,0.0
1.0,0.67,4.0,0.0,2.14,5.0,2.0,1.0,3.0,1.0,3.0,1.0,1.34,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0
1.0,1.28,2.0,0.0,2.21,1.0,4.0,2.0,3.0,1.0,1.0,3.0,1.17,3.0,2.0,1.0,3.0,2.0,2.0,2.0,0.0
1.0,1.36,4.0,1.0,2.17,1.0,5.0,4.0,2.0,1.0,4.0,4.0,1.41,2.0,3.0,2.0,2.0,2.0,1.0,2.0,0.0
4.0,0.67,1.0,0.0,1.9,5.0,3.0,1.0,3.0,3.0,2.0,1.0,1.19,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0
4.0,0.67,4.0,0.0,2.18,1.0,4.0,1.0,3.0,1.0,3.0,4.0,1.34,3.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0
3.0,1.17,2.0,2.0,2.08,1.0,5.0,3.0,1.0,1.0,4.0,4.0,1.37,3.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0
4.0,0.94,4.0,2.0,2.09,1.0,5.0,2.0,3.0,1.0,4.0,2.0,1.32,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0
1.0,1.08,1.0,0.0,1.98,1.0,4.0,4.0,3.0,1.0,4.0,4.0,1.25,1.0,3.0,2.0,2.0,1.0,1.0,2.0,0.0
2.0,0.94,2.0,3.0,1.99,5.0,3.0,2.0,4.0,1.0,1.0,1.0,1.18,3.0,2.0,1.0,3.0,2.0,2.0,2.0,0.0
2.0,0.94,4.0,0.0,1.93,1.0,4.0,2.0,3.0,1.0,3.0,1.0,1.35,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0
3.0,1.32,4.0,1.0,2.14,1.0,5.0,4.0,3.0,1.0,4.0,4.0,1.4,3.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0
